                  id; iter;  gen;first; last;vari1;vari2
              S03_80;    1;  101;36684;17920; 0,97;46,72
              S03_80;    1;  201;72310;69665; 0,82;30,38
              S03_80;    1;  301;83005;82540; 0,06;12,12
              S03_80;    1;  401;83360;83360; 0,01; 9,16
              S03_80;    1;  501;83360;83360; 0,01; 8,84
              S03_80;    1;  601;83360;83360; 0,01; 9,23
              S03_80;    1;  701;83360;83360; 0,01; 8,72
              S03_80;    1;  801;83360;83360; 0,01; 9,13
              S03_80;    1;  901;83360;83360; 0,01; 8,47
              S03_80;    1; 1001;83360;83360; 0,01; 9,31
              S03_80;    1; 1101;83360;83360; 0,01; 8,18
              S03_80;    1; 1201;83360;83360; 0,01; 8,85
              S03_80;    1; 1301;83360;83360; 0,01; 8,85
              S03_80;    1; 1401;83360;83360; 0,01; 8,98
              S03_80;    1; 1501;83360;83360; 0,01; 9,05
              S03_80;    1; 1601;83360;83360; 0,01; 9,10
              S03_80;    1; 1701;83360;83360; 0,01; 8,83
              S03_80;    1; 1801;83360;83360; 0,01; 8,71
              S03_80;    1; 1901;83360;83360; 0,01; 8,90
              S03_80;    1; 2001;83360;83360; 0,01; 8,90
              S03_80;    1; 2101;83360;83360; 0,01; 9,21
              S03_80;    1; 2201;83360;83360; 0,01; 9,02
              S03_80;    1; 2301;83360;83360; 0,01; 8,81
              S03_80;    1; 2401;83360;83360; 0,01; 9,13
              S03_80;    1; 2501;83360;83360; 0,01; 9,02
              S03_80;    1; 2601;83360;83360; 0,01; 8,40
              S03_80;    1; 2701;83360;83360; 0,01; 8,90
              S03_80;    1; 2801;83360;83360; 0,01; 9,27
              S03_80;    1; 2901;83360;83360; 0,01; 8,97
              S03_80;    1; 3001;83360;83360; 0,01; 8,81
              S03_80;    1; 3101;83360;83360; 0,01; 8,38
              S03_80;    1; 3201;83360;83360; 0,01; 8,90
              S03_80;    1; 3301;83360;83360; 0,01; 8,71
              S03_80;    1; 3401;83360;83360; 0,01; 8,48
              S03_80;    1; 3501;83360;83360; 0,01; 8,87
              S03_80;    1; 3601;83360;83360; 0,01; 8,60
              S03_80;    1; 3701;83360;83360; 0,01; 8,82
              S03_80;    1; 3801;83360;83360; 0,01; 8,57
              S03_80;    1; 3901;83360;83360; 0,01; 8,75
              S03_80;    1; 4001;83360;83360; 0,01; 8,61
              S03_80;    2;  101;33605;21420; 0,88;38,93
              S03_80;    2;  201;87431;84011; 0,87;31,53
              S03_80;    2;  301;95875;95750; 0,07;16,28
              S03_80;    2;  401;96280;96280; 0,01;12,18
              S03_80;    2;  501;96280;96280; 0,01;11,87
              S03_80;    2;  601;96280;96280; 0,01;12,34
              S03_80;    2;  701;96280;96280; 0,01;11,74
              S03_80;    2;  801;96280;96280; 0,01;11,68
              S03_80;    2;  901;96280;96280; 0,01;11,88
              S03_80;    2; 1001;96280;96280; 0,01;12,15
              S03_80;    2; 1101;96280;96280; 0,01;12,53
              S03_80;    2; 1201;96280;96280; 0,01;10,77
              S03_80;    2; 1301;96280;96280; 0,01;12,27
              S03_80;    2; 1401;96280;96280; 0,01;12,33
