                  id; iter;  gen;first; last;vari1;vari2
               S04_R;    3; 2601;95945;94575; 0,48;22,65
               S04_R;    3; 2701;97065;96845; 0,17;21,41
               S04_R;    3; 2801;97815;97730; 0,04;15,18
               S04_R;    3; 2901;97865;97850; 0,02;19,96
               S04_R;    3; 3001;97945;97940; 0,01;16,12
               S04_R;    3; 3101;97970;97940; 0,02;16,34
               S04_R;    3; 3201;98015;97980; 0,02;15,16
               S04_R;    3; 3301;98040;98020; 0,03;14,35
               S04_R;    3; 3401;98110;98045; 0,04;16,70
               S04_R;    3; 3501;98145;98145; 0,01; 9,22
               S04_R;    3; 3601;98205;98145; 0,02; 9,85
               S04_R;    3; 3701;98215;98205; 0,02; 9,55
               S04_R;    3; 3801;98225;98225; 0,01; 8,48
               S04_R;    3; 3901;98225;98225; 0,01; 8,61
               S04_R;    3; 4001;98225;98225; 0,01; 8,68
               S04_R;    4;  101;  508;-4583; 0,96;102,09
               S04_R;    4;  201; 3740;  546; 0,82;98,83
               S04_R;    4;  301; 5955; 4070; 0,31;87,01
               S04_R;    4;  401;10370;10220; 0,02;80,09
               S04_R;    4;  501;10575;10220; 0,03;80,33
               S04_R;    4;  601;11050;10365; 0,44;59,97
               S04_R;    4;  701;17643;14120; 0,85;64,93
               S04_R;    4;  801;43896;30280; 0,99;62,23
               S04_R;    4;  901;60043;51234; 0,98;56,51
               S04_R;    4; 1001;70495;59819; 0,97;52,76
               S04_R;    4; 1101;75828;68099; 0,95;50,32
               S04_R;    4; 1201;81230;75680; 0,93;46,52
               S04_R;    4; 1301;83124;80695; 0,76;44,83
               S04_R;    4; 1401;85310;82556; 0,81;42,26
               S04_R;    4; 1501;88465;84941; 0,72;33,10
               S04_R;    4; 1601;92665;90910; 0,74;35,79
               S04_R;    4; 1701;95260;93955; 0,58;35,62
               S04_R;    4; 1801;96600;95595; 0,40;35,23
               S04_R;    4; 1901;96935;96820; 0,07;27,09
               S04_R;    4; 2001;97180;96965; 0,13;29,13
               S04_R;    4; 2101;97250;97130; 0,11;27,67
               S04_R;    4; 2201;97475;97260; 0,09;23,12
               S04_R;    4; 2301;97655;97340; 0,23;24,70
               S04_R;    4; 2401;97700;97625; 0,07;22,25
               S04_R;    4; 2501;97730;97710; 0,02;18,58
               S04_R;    4; 2601;97770;97770; 0,01; 9,95
               S04_R;    4; 2701;97770;97770; 0,01; 9,98
               S04_R;    4; 2801;97770;97770; 0,01;10,06
               S04_R;    4; 2901;97770;97770; 0,01;10,12
               S04_R;    4; 3001;97770;97770; 0,01; 9,99
               S04_R;    4; 3101;97770;97770; 0,01;10,57
               S04_R;    4; 3201;97770;97770; 0,01;10,47
               S04_R;    4; 3301;97770;97770; 0,01;10,41
               S04_R;    4; 3401;97775;97770; 0,01;10,41
               S04_R;    4; 3501;97795;97770; 0,02;11,66
               S04_R;    4; 3601;97810;97800; 0,01;10,65
               S04_R;    4; 3701;97840;97840; 0,01;10,49
               S04_R;    4; 3801;97840;97840; 0,01;10,27
               S04_R;    4; 3901;97840;97840; 0,01; 9,86
               S04_R;    4; 4001;97885;97870; 0,01; 9,45
               S04_R;    5;  101; 1230;-5245; 0,99;101,15
               S04_R;    5;  201; 3291; 1291; 0,62;93,30
               S04_R;    5;  301; 4899; 3630; 0,18;85,49
               S04_R;    5;  401; 9870; 9320; 0,01;80,42
               S04_R;    5;  501;10410; 9870; 0,11;80,71
               S04_R;    5;  601;11680;10920; 0,43;68,24
               S04_R;    5;  701;16929;13290; 0,76;72,68
               S04_R;    5;  801;37227;25172; 0,99;66,82
               S04_R;    5;  901;55359;43331; 0,98;59,63
               S04_R;    5; 1001;63937;54801; 0,98;52,72
               S04_R;    5; 1101;71824;63953; 0,97;52,52
               S04_R;    5; 1201;79032;72161; 0,97;53,29
               S04_R;    5; 1301;83480;80870; 0,86;43,86
               S04_R;    5; 1401;85640;83120; 0,66;41,82
               S04_R;    5; 1501;86925;84450; 0,70;42,22
               S04_R;    5; 1601;89621;87265; 0,76;39,83
               S04_R;    5; 1701;92085;89305; 0,65;37,91
               S04_R;    5; 1801;93165;90507; 0,74;39,69
               S04_R;    5; 1901;96575;95385; 0,63;27,10
               S04_R;    5; 2001;97035;96490; 0,34;26,36
               S04_R;    5; 2101;97245;96815; 0,27;25,12
               S04_R;    5; 2201;97265;96980; 0,20;24,31
               S04_R;    5; 2301;97330;97130; 0,14;20,46
               S04_R;    5; 2401;97350;97265; 0,06;19,10
               S04_R;    5; 2501;97500;97335; 0,04;15,15
               S04_R;    5; 2601;97500;97500; 0,01;10,75
               S04_R;    5; 2701;97500;97500; 0,01;10,88
               S04_R;    5; 2801;97500;97500; 0,01;10,09
               S04_R;    5; 2901;97500;97500; 0,01;10,50
               S04_R;    5; 3001;97500;97500; 0,01;10,50
               S04_R;    5; 3101;97500;97500; 0,01;10,07
               S04_R;    5; 3201;97500;97500; 0,01;10,93
               S04_R;    5; 3301;97500;97500; 0,01;10,61
               S04_R;    5; 3401;97500;97500; 0,01; 9,87
               S04_R;    5; 3501;97500;97500; 0,01;10,88
               S04_R;    5; 3601;97500;97500; 0,01;10,51
               S04_R;    5; 3701;97500;97500; 0,01;10,72
               S04_R;    5; 3801;97500;97500; 0,01;10,63
               S04_R;    5; 3901;97500;97500; 0,01;10,69
               S04_R;    5; 4001;97500;97500; 0,01;10,41
               S04_A;    1;  101; 1769; -655; 0,89;72,24
               S04_A;    1;  201; 2719; 1001; 0,83;69,93
               S04_A;    1;  301;15025; 6689; 0,98;48,23
               S04_A;    1;  401;33323;19020; 1,00;42,45
               S04_A;    1;  501;36836;29821; 0,99;45,67
               S04_A;    1;  601;51555;43800; 0,99;34,73
               S04_A;    1;  701;59880;51137; 0,99;29,66
               S04_A;    1;  801;63841;57405; 0,96;32,16
               S04_A;    1;  901;75350;67126; 0,98;21,65
               S04_A;    1; 1001;79100;73835; 0,97;22,04
               S04_A;    1; 1101;79255;76455; 0,83;22,58
               S04_A;    1; 1201;82510;78979; 0,91;23,01
               S04_A;    1; 1301;92075;81512; 0,94;28,03
               S04_A;    1; 1401;94235;93260; 0,61;17,15
               S04_A;    1; 1501;96120;95570; 0,43;13,73
               S04_A;    1; 1601;96390;96045; 0,28;18,03
               S04_A;    1; 1701;96940;96390; 0,21;13,53
               S04_A;    1; 1801;96995;96890; 0,10;12,45
               S04_A;    1; 1901;97030;96990; 0,04;13,25
               S04_A;    1; 2001;97040;97030; 0,01; 7,33
               S04_A;    1; 2101;97420;97410; 0,01; 8,04
               S04_A;    1; 2201;97465;97450; 0,02; 8,11
               S04_A;    1; 2301;97640;97460; 0,11;11,47
               S04_A;    1; 2401;97650;97640; 0,01; 4,82
               S04_A;    1; 2501;97700;97650; 0,03; 5,62
               S04_A;    1; 2601;97730;97730; 0,01; 3,96
               S04_A;    1; 2701;97730;97730; 0,01; 4,20
               S04_A;    1; 2801;97730;97730; 0,01; 3,89
               S04_A;    1; 2901;97730;97730; 0,01; 4,09
               S04_A;    1; 3001;97750;97750; 0,01; 4,80
               S04_A;    1; 3101;97760;97760; 0,01; 4,70
               S04_A;    1; 3201;97760;97760; 0,01; 4,51
               S04_A;    1; 3301;97760;97760; 0,01; 4,63
               S04_A;    1; 3401;97760;97760; 0,01; 4,68
               S04_A;    1; 3501;97760;97760; 0,01; 4,96
               S04_A;    1; 3601;97760;97760; 0,01; 4,74
               S04_A;    1; 3701;97760;97760; 0,01; 4,74
               S04_A;    1; 3801;97830;97830; 0,01; 3,73
               S04_A;    1; 3901;97830;97830; 0,01; 3,78
               S04_A;    1; 4001;97830;97830; 0,01; 3,77
               S04_A;    2;  101; 2370;-1259; 0,95;83,28
               S04_A;    2;  201; 5679; 2103; 0,94;59,72
               S04_A;    2;  301;15881; 6313; 0,99;49,43
               S04_A;    2;  401;29787;16824; 0,99;50,16
               S04_A;    2;  501;41095;27660; 0,98;40,21
               S04_A;    2;  601;64439;51284; 0,98;28,74
               S04_A;    2;  701;68231;60515; 0,97;30,58
               S04_A;    2;  801;75110;67735; 0,98;28,32
               S04_A;    2;  901;76190;72172; 0,98;25,34
               S04_A;    2; 1001;78004;74720; 0,91;24,76
               S04_A;    2; 1101;89733;81527; 0,97;27,61
               S04_A;    2; 1201;94055;92280; 0,80;21,78
               S04_A;    2; 1301;95475;94054; 0,60;24,51
               S04_A;    2; 1401;96840;95695; 0,61;23,13
               S04_A;    2; 1501;97010;96855; 0,15;16,43
               S04_A;    2; 1601;97210;97070; 0,14;14,70
               S04_A;    2; 1701;97280;97210; 0,07; 9,92
               S04_A;    2; 1801;97280;97280; 0,01; 7,52
               S04_A;    2; 1901;97290;97290; 0,01; 6,63
               S04_A;    2; 2001;97290;97290; 0,01; 7,04
               S04_A;    2; 2101;97290;97290; 0,01; 6,98
               S04_A;    2; 2201;97290;97290; 0,01; 6,90
               S04_A;    2; 2301;97290;97290; 0,01; 7,05
               S04_A;    2; 2401;97290;97290; 0,01; 7,29
               S04_A;    2; 2501;97290;97290; 0,01; 6,97
               S04_A;    2; 2601;97290;97290; 0,01; 6,97
               S04_A;    2; 2701;97290;97290; 0,01; 7,13
               S04_A;    2; 2801;97290;97290; 0,01; 7,28
               S04_A;    2; 2901;97340;97320; 0,02; 8,17
               S04_A;    2; 3001;97375;97345; 0,03; 6,41
               S04_A;    2; 3101;97375;97375; 0,01; 5,54
               S04_A;    2; 3201;97395;97395; 0,01; 4,68
               S04_A;    2; 3301;97395;97395; 0,01; 4,76
               S04_A;    2; 3401;97395;97395; 0,01; 4,45
               S04_A;    2; 3501;97395;97395; 0,01; 4,30
               S04_A;    2; 3601;97395;97395; 0,01; 5,01
               S04_A;    2; 3701;97395;97395; 0,01; 4,70
               S04_A;    2; 3801;97395;97395; 0,01; 4,55
               S04_A;    2; 3901;97395;97395; 0,01; 4,73
               S04_A;    2; 4001;97395;97395; 0,01; 4,51
               S04_A;    3;  101; 3180; 1771; 0,11;65,74
               S04_A;    3;  201; 9870; 5110; 0,12;55,02
               S04_A;    3;  301; 9870; 9870; 0,01;44,86
               S04_A;    3;  401; 9870; 9870; 0,01;45,27
               S04_A;    3;  501; 9870; 9870; 0,01;45,19
               S04_A;    3;  601; 9870; 9870; 0,01;45,38
               S04_A;    3;  701; 9870; 9870; 0,01;45,42
               S04_A;    3;  801; 9870; 9870; 0,01;44,19
               S04_A;    3;  901; 9870; 9870; 0,01;45,56
               S04_A;    3; 1001; 9870; 9870; 0,01;44,41
               S04_A;    3; 1101; 9870; 9870; 0,01;45,90
               S04_A;    3; 1201; 9870; 9870; 0,01;46,85
               S04_A;    3; 1301; 9870; 9870; 0,01;45,56
               S04_A;    3; 1401; 9870; 9870; 0,01;46,10
               S04_A;    3; 1501; 9870; 9870; 0,01;45,06
               S04_A;    3; 1601; 9870; 9870; 0,01;46,99
               S04_A;    3; 1701; 9870; 9870; 0,01;45,32
               S04_A;    3; 1801; 9870; 9870; 0,01;44,97
               S04_A;    3; 1901; 9870; 9870; 0,01;45,79
               S04_A;    3; 2001; 9870; 9870; 0,01;45,51
               S04_A;    3; 2101; 9870; 9870; 0,01;44,29
               S04_A;    3; 2201; 9870; 9870; 0,01;44,23
               S04_A;    3; 2301; 9870; 9870; 0,01;44,57
               S04_A;    3; 2401; 9870; 9870; 0,01;44,64
               S04_A;    3; 2501; 9870; 9870; 0,01;44,31
               S04_A;    3; 2601; 9870; 9870; 0,01;45,88
               S04_A;    3; 2701; 9870; 9870; 0,01;46,12
               S04_A;    3; 2801; 9870; 9870; 0,01;44,82
               S04_A;    3; 2901; 9870; 9870; 0,01;45,23
               S04_A;    3; 3001; 9870; 9870; 0,01;46,37
               S04_A;    3; 3101; 9870; 9870; 0,01;44,33
               S04_A;    3; 3201; 9870; 9870; 0,01;43,71
               S04_A;    3; 3301; 9870; 9870; 0,01;45,76
               S04_A;    3; 3401; 9870; 9870; 0,01;46,14
               S04_A;    3; 3501; 9870; 9870; 0,01;44,88
               S04_A;    3; 3601; 9870; 9870; 0,01;45,17
               S04_A;    3; 3701; 9870; 9870; 0,01;43,79
               S04_A;    3; 3801; 9870; 9870; 0,01;46,02
               S04_A;    3; 3901; 9870; 9870; 0,01;44,56
               S04_A;    3; 4001; 9870; 9870; 0,01;47,09
               S04_A;    4;  101; 2598; -595; 0,94;74,15
               S04_A;    4;  201; 4767; 2632; 0,88;61,43
               S04_A;    4;  301; 8190; 5689; 0,90;49,63
               S04_A;    4;  401;25402;13862; 0,97;45,16
               S04_A;    4;  501;44455;27460; 0,99;41,83
               S04_A;    4;  601;50227;42624; 0,99;28,28
               S04_A;    4;  701;62286;49102; 0,99;28,45
               S04_A;    4;  801;73990;63042; 0,99;31,13
               S04_A;    4;  901;79610;72817; 0,95;21,92
               S04_A;    4; 1001;83815;78345; 0,94;19,09
               S04_A;    4; 1101;85630;81610; 0,86;24,59
               S04_A;    4; 1201;86215;84220; 0,78;20,32
               S04_A;    4; 1301;86310;84970; 0,61;21,96
               S04_A;    4; 1401;86965;85600; 0,63;21,48
               S04_A;    4; 1501;88290;87275; 0,32;13,36
               S04_A;    4; 1601;88380;88290; 0,03; 8,02
               S04_A;    4; 1701;88380;88380; 0,01; 6,97
               S04_A;    4; 1801;88380;88380; 0,01; 7,07
               S04_A;    4; 1901;88380;88380; 0,01; 7,30
               S04_A;    4; 2001;88380;88380; 0,01; 7,23
               S04_A;    4; 2101;88380;88380; 0,01; 7,04
               S04_A;    4; 2201;88380;88380; 0,01; 7,25
               S04_A;    4; 2301;88380;88380; 0,01; 6,95
               S04_A;    4; 2401;88380;88380; 0,01; 6,85
               S04_A;    4; 2501;88380;88380; 0,01; 7,11
               S04_A;    4; 2601;88380;88380; 0,01; 7,13
               S04_A;    4; 2701;88380;88380; 0,01; 7,39
               S04_A;    4; 2801;88380;88380; 0,01; 7,02
               S04_A;    4; 2901;88380;88380; 0,01; 7,13
               S04_A;    4; 3001;88380;88380; 0,01; 6,91
               S04_A;    4; 3101;88380;88380; 0,01; 7,14
               S04_A;    4; 3201;88380;88380; 0,01; 6,89
               S04_A;    4; 3301;88380;88380; 0,01; 7,48
               S04_A;    4; 3401;88380;88380; 0,01; 7,12
               S04_A;    4; 3501;88665;88625; 0,03; 6,48
               S04_A;    4; 3601;88840;88840; 0,01; 4,23
               S04_A;    4; 3701;88840;88840; 0,01; 4,29
               S04_A;    4; 3801;88840;88840; 0,01; 4,47
               S04_A;    4; 3901;88840;88840; 0,01; 4,35
               S04_A;    4; 4001;88840;88840; 0,01; 4,34
               S04_A;    5;  101; 3830; -270; 0,92;75,60
               S04_A;    5;  201; 4723; 2710; 0,78;60,76
               S04_A;    5;  301;15554; 8596; 0,97;50,38
               S04_A;    5;  401;20451;15829; 0,97;47,06
               S04_A;    5;  501;44620;27031; 0,98;40,65
               S04_A;    5;  601;54031;42825; 0,97;38,07
               S04_A;    5;  701;59020;51786; 0,99;26,40
               S04_A;    5;  801;65235;58790; 0,98;29,05
               S04_A;    5;  901;68150;63669; 0,94;29,09
               S04_A;    5; 1001;71397;68086; 0,96;20,35
               S04_A;    5; 1101;73615;71508; 0,90;18,09
               S04_A;    5; 1201;79514;74576; 0,97;17,27
               S04_A;    5; 1301;80150;77680; 0,87;15,98
               S04_A;    5; 1401;81202;78777; 0,85;23,31
               S04_A;    5; 1501;84025;82520; 0,39;17,86
               S04_A;    5; 1601;84300;84025; 0,03;12,00
               S04_A;    5; 1701;84325;84300; 0,01;10,37
               S04_A;    5; 1801;84380;84380; 0,01; 9,48
               S04_A;    5; 1901;84380;84380; 0,01; 9,73
               S04_A;    5; 2001;84450;84380; 0,01;10,31
               S04_A;    5; 2101;84450;84450; 0,01; 8,20
               S04_A;    5; 2201;84450;84450; 0,01; 8,57
               S04_A;    5; 2301;84450;84450; 0,01; 8,81
               S04_A;    5; 2401;84450;84450; 0,01; 8,78
               S04_A;    5; 2501;84450;84450; 0,01; 8,91
               S04_A;    5; 2601;84450;84450; 0,01; 8,81
               S04_A;    5; 2701;84450;84450; 0,01; 8,39
               S04_A;    5; 2801;84450;84450; 0,01; 8,87
               S04_A;    5; 2901;84450;84450; 0,01; 8,41
               S04_A;    5; 3001;84450;84450; 0,01; 8,67
               S04_A;    5; 3101;84450;84450; 0,01; 8,37
               S04_A;    5; 3201;84450;84450; 0,01; 8,53
               S04_A;    5; 3301;84450;84450; 0,01; 8,84
               S04_A;    5; 3401;84450;84450; 0,01; 8,48
               S04_A;    5; 3501;84450;84450; 0,01; 8,29
               S04_A;    5; 3601;84450;84450; 0,01; 8,70
               S04_A;    5; 3701;84450;84450; 0,01; 8,40
               S04_A;    5; 3801;84450;84450; 0,01; 8,57
               S04_A;    5; 3901;84450;84450; 0,01; 8,34
               S04_A;    5; 4001;84450;84450; 0,01; 8,59
           S04_AG_10;    1;  101; 5810; 2203; 0,49;84,33
           S04_AG_10;    1;  201;10220;10220; 0,01;73,22
           S04_AG_10;    1;  301;10220;10220; 0,01;73,96
           S04_AG_10;    1;  401;10220;10220; 0,01;73,97
           S04_AG_10;    1;  501;10220;10220; 0,01;74,64
           S04_AG_10;    1;  601;10247;10220; 0,01;71,79
           S04_AG_10;    1;  701;11080;11080; 0,01;39,72
           S04_AG_10;    1;  801;11080;11080; 0,01;38,89
           S04_AG_10;    1;  901;11080;11080; 0,01;40,15
           S04_AG_10;    1; 1001;11080;11080; 0,01;40,30
           S04_AG_10;    1; 1101;11080;11080; 0,01;39,66
           S04_AG_10;    1; 1201;11080;11080; 0,01;39,19
           S04_AG_10;    1; 1301;11080;11080; 0,01;38,96
           S04_AG_10;    1; 1401;11080;11080; 0,01;41,14
           S04_AG_10;    1; 1501;32573;22780; 0,94;28,56
           S04_AG_10;    1; 1601;79265;75460; 0,88;21,87
           S04_AG_10;    1; 1701;84720;83125; 0,54;19,90
           S04_AG_10;    1; 1801;86695;85735; 0,26;16,30
           S04_AG_10;    1; 1901;87355;87135; 0,03;14,35
           S04_AG_10;    1; 2001;87415;87385; 0,02;12,66
           S04_AG_10;    1; 2101;87415;87415; 0,01; 8,26
           S04_AG_10;    1; 2201;87542;87456; 0,05;10,78
           S04_AG_10;    1; 2301;87605;87605; 0,01;10,48
           S04_AG_10;    1; 2401;87605;87605; 0,01;10,62
           S04_AG_10;    1; 2501;87605;87605; 0,01;10,93
           S04_AG_10;    1; 2601;87605;87605; 0,01;10,62
           S04_AG_10;    1; 2701;87605;87605; 0,01;10,73
           S04_AG_10;    1; 2801;87605;87605; 0,01;10,77
           S04_AG_10;    1; 2901;87605;87605; 0,01;10,56
           S04_AG_10;    1; 3001;87605;87605; 0,01;10,75
           S04_AG_10;    1; 3101;87605;87605; 0,01;10,64
           S04_AG_10;    1; 3201;87605;87605; 0,01;10,87
           S04_AG_10;    1; 3301;87605;87605; 0,01;10,32
           S04_AG_10;    1; 3401;87605;87605; 0,01;10,56
           S04_AG_10;    1; 3501;87605;87605; 0,01;10,83
           S04_AG_10;    1; 3601;87605;87605; 0,01;10,86
           S04_AG_10;    1; 3701;87605;87605; 0,01;10,28
           S04_AG_10;    1; 3801;87605;87605; 0,01;10,88
           S04_AG_10;    1; 3901;87605;87605; 0,01;10,86
           S04_AG_10;    1; 4001;87605;87605; 0,01;10,75
           S04_AG_10;    2;  101; 3000; -876; 0,85;87,00
           S04_AG_10;    2;  201;10220;10220; 0,01;77,38
           S04_AG_10;    2;  301;10220;10220; 0,01;78,74
           S04_AG_10;    2;  401;10220;10220; 0,01;76,65
           S04_AG_10;    2;  501;13470;12310; 0,36;57,94
           S04_AG_10;    2;  601;21671;14966; 0,97;53,35
           S04_AG_10;    2;  701;64360;50845; 0,99;47,27
           S04_AG_10;    2;  801;70995;65740; 0,92;37,51
           S04_AG_10;    2;  901;83270;77530; 0,96;32,31
           S04_AG_10;    2; 1001;89035;83560; 0,44;35,38
           S04_AG_10;    2; 1101;92575;89790; 0,85;33,06
           S04_AG_10;    2; 1201;96075;93284; 0,86;26,34
           S04_AG_10;    2; 1301;97115;96065; 0,44;29,46
           S04_AG_10;    2; 1401;97180;96840; 0,24;22,65
           S04_AG_10;    2; 1501;97280;97220; 0,05;18,26
           S04_AG_10;    2; 1601;97290;97290; 0,01;13,99
           S04_AG_10;    2; 1701;97290;97290; 0,01;13,19
           S04_AG_10;    2; 1801;97300;97290; 0,01;13,52
           S04_AG_10;    2; 1901;97300;97300; 0,01; 9,77
           S04_AG_10;    2; 2001;97300;97300; 0,01;10,36
           S04_AG_10;    2; 2101;97300;97300; 0,01;10,40
           S04_AG_10;    2; 2201;97300;97300; 0,01;10,36
           S04_AG_10;    2; 2301;97300;97300; 0,01;10,16
           S04_AG_10;    2; 2401;97300;97300; 0,01;10,10
           S04_AG_10;    2; 2501;97300;97300; 0,01; 9,99
           S04_AG_10;    2; 2601;97300;97300; 0,01;10,37
           S04_AG_10;    2; 2701;97300;97300; 0,01;10,12
           S04_AG_10;    2; 2801;97300;97300; 0,01;10,86
           S04_AG_10;    2; 2901;97300;97300; 0,01;10,69
           S04_AG_10;    2; 3001;97300;97300; 0,01; 9,79
           S04_AG_10;    2; 3101;97300;97300; 0,01;10,50
           S04_AG_10;    2; 3201;97300;97300; 0,01;10,80
           S04_AG_10;    2; 3301;97300;97300; 0,01; 9,97
           S04_AG_10;    2; 3401;97300;97300; 0,01;10,07
           S04_AG_10;    2; 3501;97460;97460; 0,01;10,08
           S04_AG_10;    2; 3601;97460;97460; 0,01;10,39
           S04_AG_10;    2; 3701;97460;97460; 0,01;10,80
           S04_AG_10;    2; 3801;97460;97460; 0,01;10,80
           S04_AG_10;    2; 3901;97460;97460; 0,01;10,35
           S04_AG_10;    2; 4001;97460;97460; 0,01; 9,98
           S04_AG_10;    3;  101; 2430; -568; 0,93;91,12
           S04_AG_10;    3;  201; 9700; 4543; 0,34;79,47
           S04_AG_10;    3;  301;10220;10220; 0,01;70,43
           S04_AG_10;    3;  401;10220;10220; 0,01;69,06
